Age,Number_of_Referrals,Tenure_in_Months,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_ID,Gender,Married,State,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status,Churn_Category,Churn_Reason
76,13,36,115.75,8443.7,0.0,120,3232.08,11795.78,24092-UTT,Male,Yes,Uttar Pradesh,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
26,8,19,80.5,1336.9,0.0,0,794.07,2130.97,68353-PUN,Male,No,Punjab,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
51,5,20,101.1,6994.8,0.0,0,3476.9,10471.7,23807-JAM,Male,Yes,Jammu & Kashmir,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
73,1,19,64.45,4641.1,0.0,0,0.0,4641.1,42457-GUJ,Female,No,Gujarat,Unknown,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
49,13,14,80.65,5542.55,0.0,0,2784.84,8327.39,39253-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
53,15,20,74.8,4820.15,0.0,0,2630.55,7450.7,82174-TEL,Female,No,Telangana,Deal 2,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Churned,Dissatisfaction,Product dissatisfaction
76,3,27,94.3,3953.15,0.0,0,197.37,4150.52,62274-RAJ,Male,No,Rajasthan,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
39,2,31,19.3,772.4,0.0,0,872.48,1644.88,26662-KAR,Female,No,Karnataka,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
60,13,11,19.6,851.2,0.0,0,739.22,1590.42,16322-KAR,Female,No,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
49,5,32,106.0,6547.7,0.0,0,2863.95,9411.65,29897-AND,Female,No,Andhra Pradesh,Unknown,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
56,15,34,19.95,373.5,0.0,0,362.9,736.4,93793-JHA,Female,Yes,Jharkhand,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
23,5,3,38.9,2719.2,0.0,0,0.0,2719.2,61105-KAR,Female,No,Karnataka,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
50,0,18,95.7,4976.15,0.0,0,424.32,5400.47,18861-JAM,Female,Yes,Jammu & Kashmir,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
51,15,30,20.1,533.9,0.0,0,859.2,1393.1,86928-HAR,Female,No,Haryana,Deal 3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
36,9,20,60.9,2033.85,0.0,0,517.77,2551.62,73606-MAH,Female,No,Maharashtra,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
81,14,18,25.3,77.75,0.0,0,0.0,77.75,28656-KAR,Female,Yes,Karnataka,Unknown,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Attitude,Attitude of support person
64,3,27,99.3,2431.35,0.0,0,1079.04,3510.39,37857-KAR,Male,No,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor offered more data
62,15,20,21.0,697.7,0.0,0,303.8,1001.5,69544-MAH,Female,No,Maharashtra,Deal 3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
66,2,22,107.05,7142.5,0.0,0,2577.49,9719.99,75014-MAH,Female,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
33,9,14,60.4,272.15,0.0,0,72.12,344.27,27743-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor had better devices
75,4,26,24.35,41.85,0.0,0,0.0,41.85,69524-AND,Female,No,Andhra Pradesh,Unknown,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor had better devices
55,10,15,93.2,2157.3,0.0,0,1023.0,3180.3,61862-WES,Male,No,West Bengal,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
45,12,5,85.9,5595.3,0.0,0,502.26,6097.56,96039-KER,Male,Yes,Kerala,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
75,10,12,66.4,94.55,0.0,0,11.14,105.69,37791-HAR,Male,No,Haryana,Unknown,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Price,Long distance charges
30,13,15,80.25,80.25,0.0,0,32.92,113.17,27963-MAH,Female,No,Maharashtra,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Moved
45,9,35,82.0,5999.85,0.0,0,2713.62,8713.47,44785-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
65,5,10,19.7,419.4,0.0,0,542.2,961.6,85274-GUJ,Female,No,Gujarat,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
37,9,21,49.4,3251.85,0.0,0,3175.26,6427.11,92439-RAJ,Female,Yes,Rajasthan,Deal 1,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
43,7,12,87.45,2874.15,0.0,0,1386.52,4260.67,22951-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Price,Extra data charges
50,3,30,66.05,3021.45,0.0,40,308.32,3369.77,36410-KAR,Female,No,Karnataka,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
25,4,31,55.25,55.25,0.0,60,39.19,154.44,47611-WES,Male,No,West Bengal,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
44,13,10,103.95,7446.9,0.0,0,2566.8,10013.7,74894-BIH,Female,Yes,Bihar,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
36,3,31,90.25,6385.95,0.0,100,938.0,7423.95,75944-MAD,Male,Yes,Madhya Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
31,14,15,20.15,353.65,0.0,0,74.46,428.11,41634-KAR,Female,No,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,Stayed,Unknown,Unknown
30,7,29,19.25,19.25,0.0,0,12.81,32.06,57779-ASS,Male,Yes,Assam,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Churned,Attitude,Attitude of service provider
55,11,23,24.9,1174.8,0.0,0,848.7,2023.5,27563-RAJ,Male,Yes,Rajasthan,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
24,14,11,111.15,4507.15,0.0,0,1253.78,5760.93,13796-KAR,Female,Yes,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
34,15,14,100.1,5440.9,0.0,0,2258.82,7699.72,21636-RAJ,Male,No,Rajasthan,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Service dissatisfaction
47,10,22,19.9,19.9,0.0,0,45.77,65.67,65676-JAM,Female,Yes,Jammu & Kashmir,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,Churned,Competitor,Competitor made better offer
58,1,16,54.75,438.05,0.0,0,244.24,682.29,95913-BIH,Female,Yes,Bihar,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
54,10,35,94.2,1046.1,7.39,120,153.0,1311.71,12690-TAM,Female,No,Tamil Nadu,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Price,Price too high
55,1,10,20.15,682.15,0.0,0,698.28,1380.43,34754-MAH,Female,Yes,Maharashtra,Deal 3,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
60,6,10,103.9,2254.2,0.0,0,25.41,2279.61,74588-HAR,Female,No,Haryana,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Limited range of services
25,7,18,84.5,916.9,0.0,0,487.56,1404.46,81396-JHA,Male,Yes,Jharkhand,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
64,4,1,44.0,44.0,0.0,0,15.66,59.66,95594-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
29,4,19,85.9,2199.05,0.0,0,294.75,2493.8,31589-PUN,Male,Yes,Punjab,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
30,12,26,74.75,2453.3,0.0,0,1612.05,4065.35,63091-MAH,Female,Yes,Maharashtra,Deal 3,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
34,9,5,70.5,829.3,0.0,0,523.71,1353.01,48835-GUJ,Female,Yes,Gujarat,Unknown,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
59,13,1,20.15,1046.2,0.0,0,164.03,1210.23,99310-GUJ,Male,No,Gujarat,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
78,11,25,44.4,265.8,0.0,0,0.0,265.8,84065-PUN,Male,No,Punjab,Unknown,No,Unknown,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
27,6,25,30.2,1453.1,0.0,0,0.0,1453.1,55004-TEL,Male,Yes,Telangana,Deal 2,No,Unknown,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
50,5,30,99.05,4853.75,14.24,0,1003.52,5843.03,75873-AND,Female,Yes,Andhra Pradesh,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered higher download speeds
39,1,30,77.75,4458.15,0.0,0,1067.55,5525.7,81609-DEL,Female,No,Delhi,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
44,15,25,19.25,375.25,0.0,0,960.6,1335.85,98056-CHH,Female,Yes,Chhattisgarh,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
82,9,5,25.7,734.6,0.0,0,715.96,1450.56,66563-ODI,Female,Yes,Odisha,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,Stayed,Unknown,Unknown
64,5,27,69.75,69.75,0.0,0,33.84,103.59,49724-TEL,Male,No,Telangana,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
35,8,4,54.7,235.05,0.0,0,27.08,262.13,13207-MAD,Female,No,Madhya Pradesh,Unknown,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
21,15,7,20.75,844.45,0.0,0,769.02,1613.47,61308-ODI,Female,Yes,Odisha,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
43,8,17,69.9,69.9,0.0,10,9.36,89.26,55043-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
37,1,10,56.4,234.85,0.0,0,83.04,317.89,51921-UTT,Male,No,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
55,10,11,20.45,775.6,0.0,0,634.68,1410.28,24214-JAM,Female,Yes,Jammu & Kashmir,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
44,10,5,19.95,257.0,0.0,0,212.55,469.55,26168-BIH,Female,No,Bihar,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
34,12,15,24.95,1261.45,0.0,0,1115.0,2376.45,24118-MAH,Male,Yes,Maharashtra,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
68,6,31,69.85,69.85,0.0,40,43.45,153.3,39251-KAR,Male,No,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Limited range of services
52,6,7,45.3,45.3,0.0,0,34.37,79.67,13561-JHA,Male,No,Jharkhand,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Dissatisfaction,Poor expertise of online support
64,8,20,104.9,6891.45,0.0,0,2599.08,9490.53,53665-HAR,Female,No,Haryana,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
62,2,20,24.8,223.9,0.0,0,344.7,568.6,41961-AND,Male,Yes,Andhra Pradesh,Deal 4,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
77,10,18,79.2,172.85,0.0,0,35.46,208.31,96754-TEL,Female,Yes,Telangana,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Price,Price too high
18,14,7,19.65,19.65,0.0,0,23.41,43.06,43604-TAM,Female,No,Tamil Nadu,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,Joined,Unknown,Unknown
52,14,34,20.35,35.1,0.0,0,4.92,40.02,52695-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
78,11,2,75.3,75.3,0.0,20,35.09,130.39,81048-UTT,Female,No,Uttarakhand,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Network reliability
73,8,29,96.15,1529.2,0.0,0,620.0,2149.2,39606-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
44,10,25,80.65,2209.75,0.0,0,424.17,2633.92,71205-KAR,Female,Yes,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
53,11,13,20.3,1131.5,0.0,0,1696.5,2828.0,46200-MAD,Male,Yes,Madhya Pradesh,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
75,10,2,94.6,279.55,0.0,0,96.93,376.48,58153-KER,Female,No,Kerala,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
35,6,16,65.45,554.45,0.0,0,298.96,853.41,42575-JAM,Female,No,Jammu & Kashmir,Deal 5,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
53,6,2,105.7,7472.15,0.0,0,2066.81,9538.96,18670-CHH,Male,No,Chhattisgarh,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
64,1,6,85.35,754.65,0.0,50,127.89,932.54,65672-RAJ,Female,Yes,Rajasthan,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Service dissatisfaction
64,5,4,101.3,2812.2,0.0,0,460.04,3272.24,38602-JAM,Female,No,Jammu & Kashmir,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor made better offer
29,15,23,75.15,216.75,0.0,0,45.06,261.81,29799-WES,Female,No,West Bengal,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Attitude,Attitude of support person
21,3,3,84.3,1855.65,0.0,0,639.54,2495.19,39216-JHA,Female,No,Jharkhand,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned,Competitor,Competitor had better devices
38,2,21,10.0,7049.75,0.0,0,827.82,7877.57,36437-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
45,3,5,56.95,1889.5,0.0,0,581.06,2470.56,31545-HAR,Male,No,Haryana,Unknown,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,Stayed,Unknown,Unknown
24,6,8,89.15,4245.55,0.0,0,1736.5,5982.05,23791-RAJ,Female,Yes,Rajasthan,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
51,1,35,19.75,297.3,0.0,0,597.6,894.9,52182-PUN,Female,No,Punjab,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Churned,Other,Moved
23,4,9,54.05,2375.2,47.45,0,0.0,2327.75,89933-JAM,Female,No,Jammu & Kashmir,Unknown,No,Unknown,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
44,4,26,70.0,70.0,0.0,10,19.15,99.15,62386-UTT,Male,Yes,Uttar Pradesh,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned,Other,Don't know
47,11,7,100.75,2095.0,0.0,0,790.46,2885.46,82837-UTT,Female,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
41,0,36,24.45,482.8,0.0,0,0.0,482.8,81952-MAH,Female,No,Maharashtra,Unknown,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
59,2,13,54.65,482.25,0.0,0,310.24,792.49,56942-HAR,Male,Yes,Haryana,Deal 5,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
56,9,18,83.15,2033.05,0.0,0,994.8,3027.85,76184-CHH,Female,Yes,Chhattisgarh,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
53,1,31,85.45,85.45,0.0,0,22.97,108.42,87408-ODI,Female,Yes,Odisha,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Price,Lack of affordable download/upload speed
34,1,23,25.45,1866.45,0.0,0,486.0,2352.45,39045-TEL,Male,No,Telangana,Deal 1,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
68,8,31,80.35,1058.1,32.71,0,102.76,1128.15,72323-KER,Female,Yes,Kerala,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
51,6,11,69.95,143.9,0.0,0,58.2,202.1,89303-AND,Male,No,Andhra Pradesh,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
65,6,33,49.5,312.7,0.0,0,160.56,473.26,48549-HAR,Male,No,Haryana,Unknown,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
62,10,36,19.3,228.75,0.0,0,501.36,730.11,35811-UTT,Female,Yes,Uttar Pradesh,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
57,4,11,69.85,515.45,0.0,0,192.22,707.67,26267-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
73,11,2,25.0,1802.55,28.93,0,2087.28,3860.9,72796-HAR,Male,Yes,Haryana,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
27,10,35,78.15,765.15,0.0,0,380.3,1145.45,81623-ODI,Female,Yes,Odisha,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
75,14,33,94.1,1782.4,0.0,80,974.6,2837.0,45522-ODI,Male,No,Odisha,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
39,7,31,84.35,1302.65,0.0,0,93.3,1395.95,21258-KAR,Female,Yes,Karnataka,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
51,5,20,64.9,3795.45,0.0,0,1709.26,5504.71,52889-BIH,Female,No,Bihar,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
